BLDG,UNIT,,Zone,"Location
Code",Unit Type,Unit Area,"Account
Status",FACING VIEW
K,1147,K-1147,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1148,K-1148,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1150,K-1150,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1152,K-1152,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1153,K-1153,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1155,K-1155,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1156,K-1156,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1157,K-1157,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1158,K-1158,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1159,K-1159,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1161,K-1161,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1162,K-1162,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1163,K-1163,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1164,K-1164,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1203,K-1203,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1204,K-1204,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1205,K-1205,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1206,K-1206,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1207,K-1207,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1208,K-1208,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1209,K-1209,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1210,K-1210,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1224,K-1224,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1225,K-1225,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1227,K-1227,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1228,K-1228,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1229,K-1229,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1230,K-1230,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1231,K-1231,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1234,K-1234,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1235,K-1235,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1236,K-1236,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1237,K-1237,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1238,K-1238,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1239,K-1239,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1244,K-1244,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1245,K-1245,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1246,K-1246,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1247,K-1247,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1248,K-1248,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1250,K-1250,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1251,K-1251,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1252,K-1252,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1253,K-1253,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1255,K-1255,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1256,K-1256,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1257,K-1257,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1258,K-1258,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1259,K-1259,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1261,K-1261,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1262,K-1262,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1263,K-1263,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1402,K-1402,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1403,K-1403,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1404,K-1404,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1405,K-1405,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1406,K-1406,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1407,K-1407,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1408,K-1408,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1409,K-1409,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1410,K-1410,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1423,K-1423,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1424,K-1424,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1425,K-1425,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1426,K-1426,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1427,K-1427,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1428,K-1428,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1429,K-1429,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1430,K-1430,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1431,K-1431,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1434,K-1434,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1435,K-1435,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1436,K-1436,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1437,K-1437,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1438,K-1438,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1444,K-1444,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1445,K-1445,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1446,K-1446,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1447,K-1447,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1448,K-1448,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1450,K-1450,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1451,K-1451,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1452,K-1452,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1453,K-1453,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1455,K-1455,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1456,K-1456,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1457,K-1457,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1458,K-1458,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1459,K-1459,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1461,K-1461,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1462,K-1462,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1463,K-1463,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1464,K-1464,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1502,K-1502,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1503,K-1503,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1504,K-1504,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1505,K-1505,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1506,K-1506,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1507,K-1507,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1508,K-1508,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1509,K-1509,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1510,K-1510,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1523,K-1523,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1525,K-1525,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1526,K-1526,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1527,K-1527,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1528,K-1528,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1529,K-1529,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1530,K-1530,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1531,K-1531,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1534,K-1534,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1535,K-1535,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1536,K-1536,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1537,K-1537,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1539,K-1539,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1544,K-1544,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1545,K-1545,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1546,K-1546,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1547,K-1547,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1548,K-1548,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1550,K-1550,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1551,K-1551,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1552,K-1552,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1553,K-1553,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1555,K-1555,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1556,K-1556,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1557,K-1557,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1558,K-1558,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1559,K-1559,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1561,K-1561,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1562,K-1562,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1563,K-1563,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1564,K-1564,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1602,K-1602,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1603,K-1603,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1604,K-1604,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1605,K-1605,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1606,K-1606,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1607,K-1607,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1608,K-1608,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1609,K-1609,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1610,K-1610,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1623,K-1623,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1624,K-1624,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1625,K-1625,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1626,K-1626,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1627,K-1627,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1628,K-1628,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1629,K-1629,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1630,K-1630,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1631,K-1631,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1634,K-1634,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1635,K-1635,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1636,K-1636,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1637,K-1637,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1638,K-1638,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1644,K-1644,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1645,K-1645,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1646,K-1646,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1647,K-1647,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1648,K-1648,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1650,K-1650,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1651,K-1651,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1652,K-1652,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1653,K-1653,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1654,K-1654,HIGH,Inner,2BR-C,35.57,Fresh,INNER BLDG
K,1655,K-1655,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1656,K-1656,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1657,K-1657,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1658,K-1658,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1659,K-1659,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1661,K-1661,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1662,K-1662,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1663,K-1663,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1664,K-1664,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1702,K-1702,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1703,K-1703,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1704,K-1704,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1705,K-1705,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1706,K-1706,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1707,K-1707,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1708,K-1708,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1709,K-1709,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1710,K-1710,HIGH,Outer,2BR-B,30.6,Fresh,BLDG L
K,1723,K-1723,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1724,K-1724,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1725,K-1725,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1726,K-1726,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1727,K-1727,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1728,K-1728,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1729,K-1729,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1730,K-1730,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1731,K-1731,HIGH,Outer,2BR-B,30.6,Fresh,BLDG J
K,1735,K-1735,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1736,K-1736,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1738,K-1738,HIGH,Outer,2BR-B,30.6,Fresh,BLDG C
K,1744,K-1744,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1745,K-1745,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1746,K-1746,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1747,K-1747,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1748,K-1748,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1750,K-1750,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1751,K-1751,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1752,K-1752,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1753,K-1753,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1755,K-1755,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1756,K-1756,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1757,K-1757,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1758,K-1758,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1759,K-1759,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1761,K-1761,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1762,K-1762,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1763,K-1763,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
K,1764,K-1764,HIGH,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,214,L-214,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,215,L-215,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,223,L-223,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,224,L-224,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,225,L-225,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,226,L-226,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,227,L-227,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,228,L-228,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,229,L-229,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,230,L-230,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,231,L-231,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,234,L-234,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,235,L-235,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,236,L-236,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,237,L-237,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,238,L-238,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,239,L-239,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,240,L-240,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,241,L-241,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,244,L-244,LOW,Inner,2BR-B,30.6,RESALE,INNER BLDG
L,247,L-247,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,261,L-261,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,317,L-317,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,326,L-326,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,327,L-327,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,328,L-328,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,329,L-329,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,330,L-330,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,335,L-335,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,336,L-336,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,337,L-337,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,338,L-338,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,339,L-339,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,340,L-340,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,406,L-406,LOW,Outer,2BR-B,30.6,RESALE,CIUDAD GRANDE
L,407,L-407,LOW,Outer,2BR-B,30.6,RESALE,CIUDAD GRANDE
L,413,L-413,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,414,L-414,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,415,L-415,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,416,L-416,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,417,L-417,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,418,L-418,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,424,L-424,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,425,L-425,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,426,L-426,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,427,L-427,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,428,L-428,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,429,L-429,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,430,L-430,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,431,L-431,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,434,L-434,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,435,L-435,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,436,L-436,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,437,L-437,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,438,L-438,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,439,L-439,LOW,Outer,2BR-B,30.6,Fresh,PASIG
L,445,L-445,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,514,L-514,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,515,L-515,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,516,L-516,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,518,L-518,LOW,Outer,2BR-B,30.6,Fresh,BLDG M
L,524,L-524,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,526,L-526,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,527,L-527,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,530,L-530,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,531,L-531,LOW,Outer,2BR-B,30.6,Fresh,BLDG K
L,552,L-552,LOW,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,613,L-613,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,614,L-614,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,615,L-615,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,616,L-616,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,617,L-617,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,623,L-623,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,624,L-624,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,625,L-625,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,626,L-626,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,627,L-627,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,628,L-628,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,629,L-629,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,630,L-630,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,631,L-631,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,636,L-636,MID,Outer,2BR-B,30.6,RESALE,PASIG
L,637,L-637,MID,Outer,2BR-B,30.6,Fresh,PASIG
L,644,L-644,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,645,L-645,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,646,L-646,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,647,L-647,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,648,L-648,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,650,L-650,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,651,L-651,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,652,L-652,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,653,L-653,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,655,L-655,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,656,L-656,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,657,L-657,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,658,L-658,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,661,L-661,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,663,L-663,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,664,L-664,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,715,L-715,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,716,L-716,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,717,L-717,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,720,L-720,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,723,L-723,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,724,L-724,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,725,L-725,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,726,L-726,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,727,L-727,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,728,L-728,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,729,L-729,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,730,L-730,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,731,L-731,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,744,L-744,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,745,L-745,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,746,L-746,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,747,L-747,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,748,L-748,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,750,L-750,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,751,L-751,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,752,L-752,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,753,L-753,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,755,L-755,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,756,L-756,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,758,L-758,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,761,L-761,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,762,L-762,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,763,L-763,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,764,L-764,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,814,L-814,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,816,L-816,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,817,L-817,MID,Outer,2BR-B,30.6,Fresh,BLDG M
L,824,L-824,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,825,L-825,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,826,L-826,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,827,L-827,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,828,L-828,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,829,L-829,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,831,L-831,MID,Outer,2BR-B,30.6,Fresh,BLDG K
L,844,L-844,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
L,845,L-845,MID,Inner,2BR-B,30.6,Fresh,INNER BLDG
